2,10,2,5,3,1,4,4,10,7,9,2,4,8,3,3,8,2,10,2,3,2,10,1,6,7,7,2,3,9,2,4,5,2,6,2,3,10,6,4,7,10,9,1,9,8,8,2,3,4,10,8,4,3,2,6,5,5,9,10,1,1,5,5,9,10,2,3,2,6,2,7,9,1,7,1,5,3,1,6,4,9,10,3,6,2,3,10,8,8,7,6,8,3,2,5,9,4,1,6,8,3,1,8,9,10,6,4,6,1,2,9,2,2,6,2,5,5,5,8,4,9,7,6,8,7,4,7,8,7,10,6,7,5,1,9,9,9,10,6,2,10,5,6,7,5,6,1,7,7,6,3,9,4,7,8,2,2,10,1,8,7,3,3,5,7,5,7,5,1,6,1,6,4,4,1,5,1,10,10,3,4,4,2,2,6,4,1,6,6,7,5,2,9,9,8,8,2,6,10
2,10,2,5,3,1,4,4,10,7,9,2,4,8,3,3,8,2,10,2,3,2,10,1,6,7,7,2,3,9,2,4,5,2,6,2,3,10,6,4,7,10,9,1,9,8,8,2,3,4,10,8,4,3,2,6,5,5,9,10,1,1,5,5,9,10,2,3,2,6,2,7,9,1,7,1,5,3,1,6,4,9,10,3,6,2,3,10,8,8,7,6,8,3,2,5,9,4,1,6,8,3,1,8,9,10,6,4,6,1,2,9,2,2,6,2,5,5,5,8,4,9,7,6,8,7,4,7,8,7,10,6,7,5,1,9,9,9,10,6,2,10,5,6,7,5,6,1,7,7,6,3,9,4,7,8,2,2,10,1,8,7,3,3,5,7,5,7,5,1,6,1,6,4,4,1,5,1,10,10,3,4,4,2,2,6,4,1,6,6,7,5,2,9,9,8,8,2,6,10
-2,-10,-2,-5,-3,-1,-4,-4,-10,-7,-9,-2,-4,-8,-3,-3,-8,-2,-10,-2,-3,-2,-10,-1,-6,-7,-7,-2,-3,-9,-2,-4,-5,-2,-6,-2,-3,-10,-6,-4,-7,-10,-9,-1,-9,-8,-8,-2,-3,-4,-10,-8,-4,-3,-2,-6,-5,-5,-9,-10,-1,-1,-5,-5,-9,-10,-2,-3,-2,-6,-2,-7,-9,-1,-7,-1,-5,-3,-1,-6,-4,-9,-10,-3,-6,-2,-3,-10,-8,-8,-7,-6,-8,-3,-2,-5,-9,-4,-1,-6,-8,-3,-1,-8,-9,-10,-6,-4,-6,-1,-2,-9,-2,-2,-6,-2,-5,-5,-5,-8,-4,-9,-7,-6,-8,-7,-4,-7,-8,-7,-10,-6,-7,-5,-1,-9,-9,-9,-10,-6,-2,-10,-5,-6,-7,-5,-6,-1,-7,-7,-6,-3,-9,-4,-7,-8,-2,-2,-10,-1,-8,-7,-3,-3,-5,-7,-5,-7,-5,-1,-6,-1,-6,-4,-4,-1,-5,-1,-10,-10,-3,-4,-4,-2,-2,-6,-4,-1,-6,-6,-7,-5,-2,-9,-9,-8,-8,-2,-6,-10
-2,-10,-2,-5,-3,-1,-4,-4,-10,-7,-9,-2,-4,-8,-3,-3,-8,-2,-10,-2,-3,-2,-10,-1,-6,-7,-7,-2,-3,-9,-2,-4,-5,-2,-6,-2,-3,-10,-6,-4,-7,-10,-9,-1,-9,-8,-8,-2,-3,-4,-10,-8,-4,-3,-2,-6,-5,-5,-9,-10,-1,-1,-5,-5,-9,-10,-2,-3,-2,-6,-2,-7,-9,-1,-7,-1,-5,-3,-1,-6,-4,-9,-10,-3,-6,-2,-3,-10,-8,-8,-7,-6,-8,-3,-2,-5,-9,-4,-1,-6,-8,-3,-1,-8,-9,-10,-6,-4,-6,-1,-2,-9,-2,-2,-6,-2,-5,-5,-5,-8,-4,-9,-7,-6,-8,-7,-4,-7,-8,-7,-10,-6,-7,-5,-1,-9,-9,-9,-10,-6,-2,-10,-5,-6,-7,-5,-6,-1,-7,-7,-6,-3,-9,-4,-7,-8,-2,-2,-10,-1,-8,-7,-3,-3,-5,-7,-5,-7,-5,-1,-6,-1,-6,-4,-4,-1,-5,-1,-10,-10,-3,-4,-4,-2,-2,-6,-4,-1,-6,-6,-7,-5,-2,-9,-9,-8,-8,-2,-6,-10
-1,-9,-1,-4,-2,0,-3,-3,-9,-6,-8,-1,-3,-7,-2,-2,-7,-1,-9,-1,-2,-1,-9,0,-5,-6,-6,-1,-2,-8,-1,-3,-4,-1,-5,-1,-2,-9,-5,-3,-6,-9,-8,0,-8,-7,-7,-1,-2,-3,-9,-7,-3,-2,-1,-5,-4,-4,-8,-9,0,0,-4,-4,-8,-9,-1,-2,-1,-5,-1,-6,-8,0,-6,0,-4,-2,0,-5,-3,-8,-9,-2,-5,-1,-2,-9,-7,-7,-6,-5,-7,-2,-1,-4,-8,-3,0,-5,-7,-2,0,-7,-8,-9,-5,-3,-5,0,-1,-8,-1,-1,-5,-1,-4,-4,-4,-7,-3,-8,-6,-5,-7,-6,-3,-6,-7,-6,-9,-5,-6,-4,0,-8,-8,-8,-9,-5,-1,-9,-4,-5,-6,-4,-5,0,-6,-6,-5,-2,-8,-3,-6,-7,-1,-1,-9,0,-7,-6,-2,-2,-4,-6,-4,-6,-4,0,-5,0,-5,-3,-3,0,-4,0,-9,-9,-2,-3,-3,-1,-1,-5,-3,0,-5,-5,-6,-4,-1,-8,-8,-7,-7,-1,-5,-9
2,18,2,8,4,0,6,6,18,12,16,2,6,14,4,4,14,2,18,2,4,2,18,0,10,12,12,2,4,16,2,6,8,2,10,2,4,18,10,6,12,18,16,0,16,14,14,2,4,6,18,14,6,4,2,10,8,8,16,18,0,0,8,8,16,18,2,4,2,10,2,12,16,0,12,0,8,4,0,10,6,16,18,4,10,2,4,18,14,14,12,10,14,4,2,8,16,6,0,10,14,4,0,14,16,18,10,6,10,0,2,16,2,2,10,2,8,8,8,14,6,16,12,10,14,12,6,12,14,12,18,10,12,8,0,16,16,16,18,10,2,18,8,10,12,8,10,0,12,12,10,4,16,6,12,14,2,2,18,0,14,12,4,4,8,12,8,12,8,0,10,0,10,6,6,0,8,0,18,18,4,6,6,2,2,10,6,0,10,10,12,8,2,16,16,14,14,2,10,18
3,19,3,9,5,1,7,7,19,13,17,3,7,15,5,5,15,3,19,3,5,3,19,1,11,13,13,3,5,17,3,7,9,3,11,3,5,19,11,7,13,19,17,1,17,15,15,3,5,7,19,15,7,5,3,11,9,9,17,19,1,1,9,9,17,19,3,5,3,11,3,13,17,1,13,1,9,5,1,11,7,17,19,5,11,3,5,19,15,15,13,11,15,5,3,9,17,7,1,11,15,5,1,15,17,19,11,7,11,1,3,17,3,3,11,3,9,9,9,15,7,17,13,11,15,13,7,13,15,13,19,11,13,9,1,17,17,17,19,11,3,19,9,11,13,9,11,1,13,13,11,5,17,7,13,15,3,3,19,1,15,13,5,5,9,13,9,13,9,1,11,1,11,7,7,1,9,1,19,19,5,7,7,3,3,11,7,1,11,11,13,9,3,17,17,15,15,3,11,19
2,18,2,8,4,0,6,6,18,12,16,2,6,14,4,4,14,2,18,2,4,2,18,0,10,12,12,2,4,16,2,6,8,2,10,2,4,18,10,6,12,18,16,0,16,14,14,2,4,6,18,14,6,4,2,10,8,8,16,18,0,0,8,8,16,18,2,4,2,10,2,12,16,0,12,0,8,4,0,10,6,16,18,4,10,2,4,18,14,14,12,10,14,4,2,8,16,6,0,10,14,4,0,14,16,18,10,6,10,0,2,16,2,2,10,2,8,8,8,14,6,16,12,10,14,12,6,12,14,12,18,10,12,8,0,16,16,16,18,10,2,18,8,10,12,8,10,0,12,12,10,4,16,6,12,14,2,2,18,0,14,12,4,4,8,12,8,12,8,0,10,0,10,6,6,0,8,0,18,18,4,6,6,2,2,10,6,0,10,10,12,8,2,16,16,14,14,2,10,18
18,8,18,12,16,14,14,18,18,10,12,12,16,8,10,18,10,12,18,16,16,14,14,18,14,10,8,8,16,18,8,8,16,18,10,12,16,12,8,10,16,18,10,18,14,14,12,10,14,8,16,10,14,14,16,18,10,10,16,10,8,8,8,14,16,12,10,14,12,12,14,12,18,10,12,8,16,16,16,18,10,18,8,10,12,8,10,12,12,10,16,12,14,18,14,12,8,12,8,12,8,10,10,8,18,18,10,10,10,12,8,16,16,14,14,10,18
8,12,14,14,10,12,12,8,10,10,12,14,14,14,10,8,8,8,8,10,12,12,8,10,10,14,14,12,10,14,8,10,14,14,10,10,10,8,8,8,14,12,10,14,12,12,14,12,10,12,8,10,8,10,12,8,10,12,12,10,12,14,14,12,8,12,8,12,8,10,10,8,10,10,10,12,8,14,14,10
-8,-12,-14,-14,-10,-12,-12,-8,-10,-10,-12,-14,-14,-14,-10,-8,-8,-8,-8,-10,-12,-12,-8,-10,-10,-14,-14,-12,-10,-14,-8,-10,-14,-14,-10,-10,-10,-8,-8,-8,-14,-12,-10,-14,-12,-12,-14,-12,-10,-12,-8,-10,-8,-10,-12,-8,-10,-12,-12,-10,-12,-14,-14,-12,-8,-12,-8,-12,-8,-10,-10,-8,-10,-10,-10,-12,-8,-14,-14,-10
-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14
-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
561
